R0: 16464.728305820,0.041792282,16464.728697612,16464.770698278
R1: 16464.932368028,0.133472361,16464.932422903,16465.065936404
R2: 16465.102262154,0.018340619,16465.102384987,16465.120743529
R3: 16465.372097820,0.121834002,16465.372369695,16465.494264862
R4: 16465.417652820,0.067280747,16465.494390029,16465.561720737
R5: 16465.453864070,0.082600447,16465.561780195,16465.644398820
R6: 16465.526057237,0.060026226,16465.644445112,16465.704525570
R7: 16465.576554862,0.206605284,16465.704576445,16465.911340404
R8: 16465.914533446,0.105279846,16465.914639196,16466.019955487
R9: 16466.026828612,0.077822206,16466.026903654,16466.104750862
R10: 16466.043949987,0.023186871,16466.104808112,16466.128033779
R11: 16466.045810737,0.135878569,16466.128068821,16466.264034112
R12: 16466.062235196,0.042700071,16466.264095862,16466.306808029
R13: 16466.081220904,0.009599690,16466.306837821,16466.316448404
R14: 16466.096732612,0.020519092,16466.316484446,16466.337067654
R15: 16466.856268154,0.152254022,16466.856513863,16467.008788113
R16: 16466.936426488,0.029251819,16467.008844654,16467.038111988
R17: 16467.041833779,0.061911745,16467.041897363,16467.103830363
R18: 16467.154633655,0.300301707,16467.154721530,16467.455050321
R19: 16467.230410905,0.122966374,16467.455107238,16467.578103988
R20: 16467.269108571,0.122441784,16467.578144988,16467.700608738
R21: 16467.352415863,0.185106382,16467.700645446,16467.885766572
R22: 16467.409302863,0.036214346,16467.885805072,16467.922022988
R23: 16467.446370696,0.209469418,16467.922047738,16468.131545113
R24: 16467.629649030,0.248530295,16468.131586322,16468.380145988
R25: 16467.637710988,0.007498817,16468.380197363,16468.387711655
R26: 16467.720678238,0.090695495,16468.387740780,16468.478467738
R27: 16467.744427905,0.035756765,16468.478530280,16468.514303405
R28: 16467.989941113,0.001685518,16468.514336614,16468.516024155
R29: 16467.997345363,0.005431190,16468.516053655,16468.521496947
R30: 16468.065379697,0.293993518,16468.521525114,16468.815575239
R31: 16468.095650863,0.158605897,16468.815624697,16468.974276197
