R0: 16902.985586144,0.041792282,16902.985684852,16903.027843977
R1: 16903.139461686,0.133472361,16903.139551852,16903.273076436
R2: 16903.266928269,0.018340619,16903.273208561,16903.291565519
R3: 16903.469311186,0.121834002,16903.469407978,16903.591334811
R4: 16903.503452853,0.067280747,16903.591454853,16903.658786103
R5: 16903.530633894,0.082600447,16903.658837061,16903.741465436
R6: 16903.584836644,0.060026226,16903.741501353,16903.801614728
R7: 16903.622777978,0.206605284,16903.801671269,16904.008306186
R8: 16903.876321811,0.105279846,16904.008356103,16904.113686186
R9: 16903.960578311,0.077822206,16904.113737603,16904.191637145
R10: 16903.973518353,0.023186871,16904.191696770,16904.214950353
R11: 16903.974968478,0.135878569,16904.215065520,16904.351059186
R12: 16903.987330436,0.042700071,16904.351200228,16904.393974478
R13: 16904.001644020,0.009599690,16904.394064520,16904.403682895
R14: 16904.013337353,0.020519092,16904.403720520,16904.424333103
R15: 16904.583089645,0.152254022,16904.583238061,16904.735521687
R16: 16904.643176020,0.029251819,16904.735585728,16904.764898062
R17: 16904.722251520,0.061911745,16904.764950853,16904.826915228
R18: 16904.806889562,0.300301707,16904.826971395,16905.127333812
R19: 16904.863667228,0.122966374,16905.127409978,16905.250398437
R20: 16904.892580645,0.122441784,16905.250460812,16905.372960562
R21: 16904.954973978,0.185106382,16905.373052479,16905.558183562
R22: 16904.997699770,0.036214346,16905.558238729,16905.594469812
R23: 16905.025547812,0.209469418,16905.594504395,16905.804078979
R24: 16905.163042103,0.248530295,16905.804132645,16906.052710271
R25: 16905.169137187,0.007498817,16906.052759479,16906.060264562
R26: 16905.231426978,0.090695495,16906.060288812,16906.151038479
R27: 16905.249395562,0.035756765,16906.151083896,16906.186878104
R28: 16905.433654312,0.001685518,16906.186920562,16906.188618479
R29: 16905.439272687,0.005431190,16906.188646521,16906.194081771
R30: 16905.490311104,0.293993518,16906.194105437,16906.488164479
R31: 16905.513086020,0.158605897,16906.488220062,16906.646849396
R32: 16905.706873312,0.064667327,16906.646907729,16906.711611437
R33: 16905.732817854,0.119012774,16906.711647771,16906.830775396
R34: 16905.772057229,0.091815717,16906.830883063,16906.922756979
R35: 16905.831992437,0.003339386,16906.922809896,16906.926167271
R36: 16905.895341145,0.223818738,16906.926196188,16907.150116563
R37: 16905.943393895,0.106364391,16907.150191563,16907.256603438
R38: 16906.166036354,0.111787685,16907.256655188,16907.368513521
R39: 16906.193952354,0.036419261,16907.368568313,16907.405037396
R40: 16906.279146437,0.015124241,16907.405069229,16907.420226188
R41: 16906.376247687,0.176740891,16907.420265230,16907.597099813
R42: 16906.424683937,0.033415072,16907.597157771,16907.630663146
R43: 16906.572063396,0.186534418,16907.630720563,16907.817321230
R44: 16906.593793687,0.096708169,16907.817377105,16907.914137313
R45: 16906.629821521,0.074023904,16907.914188313,16907.988263188
R46: 16906.891151313,0.163058538,16907.988314896,16908.151426397
R47: 16906.980486604,0.214718708,16908.151493522,16908.366331938
R48: 16907.028838188,0.140511685,16908.366422022,16908.506976897
R49: 16907.071265313,0.201567058,16908.507079063,16908.708661313
R50: 16907.167418813,0.020260251,16908.708714730,16908.729064063
R51: 16907.222371021,0.210611091,16908.729125855,16908.939766272
R52: 16907.472529188,0.177429529,16908.939812189,16909.117259189
R53: 16907.485964813,0.047129321,16909.117310522,16909.164459397
R54: 16907.571408563,0.027498046,16909.164509980,16909.192074814
R55: 16907.652074896,0.030615517,16909.192130564,16909.222796230
R56: 16907.780694355,0.021360097,16909.222849522,16909.244244772
R57: 16907.830204396,0.026940672,16909.244294314,16909.271283564
R58: 16907.847598771,0.044892751,16909.271333730,16909.316269522
R59: 16907.915389563,0.197754147,16909.316342522,16909.514173272
R60: 16907.930958313,0.011230092,16909.514231772,16909.531575147
R61: 16907.940212896,0.119091536,16909.531735106,16909.650877106
R62: 16907.997323896,0.227785778,16909.650945772,16909.878792356
R63: 16908.346077272,0.040265961,16909.880871731,16909.921193814
R64: 16908.442327063,0.038326362,16909.921245897,16909.959648981
R65: 16908.557875272,0.022025512,16909.959707856,16909.981850439
R66: 16908.587092063,0.023354999,16909.981962814,16910.005567564
R67: 16908.660386230,0.109776884,16910.005718981,16910.115568189
R68: 16908.674271688,0.131442623,16910.115630522,16910.247122856
R69: 16908.685526522,0.113897644,16910.247177814,16910.361136231
R70: 16908.700542938,0.249817922,16910.361187314,16910.611111481
R71: 16908.707040813,0.061435961,16910.611188773,16910.672687273
R72: 16908.711572105,0.022876576,16910.672738189,16910.695677189
R73: 16908.727780647,0.109934426,16910.695731856,16910.805751773
R74: 16908.861174022,0.285300052,16910.805844023,16911.091217731
R75: 16908.950297105,0.118834345,16911.091279731,16911.210160690
R76: 16909.035368564,0.012076079,16911.210209231,16911.222301523
R77: 16909.043618730,0.006788488,16911.222348106,16911.229141523
R78: 16909.104863189,0.019081617,16911.229170523,16911.248256773
R79: 16909.110927105,0.142750595,16911.248285273,16911.391103981
R80: 16909.162541564,0.117405886,16911.391156106,16911.508601731
R81: 16909.233565772,0.014312185,16911.508651565,16911.522980898
R82: 16909.238072897,0.019047417,16911.523053315,16911.542110440
R83: 16910.234348398,0.011172244,16911.542155606,16911.553362606
R84: 16910.418358189,0.004631131,16911.553408815,16911.558085106
R85: 16910.928360023,0.006256493,16911.558114898,16911.564389815
R86: 16911.098834148,0.213737334,16911.564414898,16911.778188898
R87: 16911.099351898,0.016575418,16911.778246482,16911.794838440
R88: 16911.174524481,0.041422586,16911.794889690,16911.836365482
R89: 16911.189513773,0.142758855,16911.836419648,16911.979231357
R90: 16911.393122690,0.067003772,16911.979282565,16912.046339315
R91: 16911.430260606,0.050210946,16912.046398232,16912.096660732
R92: 16911.502508440,0.008746722,16912.096711565,16912.105501482
R93: 16911.599515023,0.117991979,16912.105546857,16912.223621982
R94: 16911.662692398,0.404773926,16912.223706940,16912.628548274
R95: 16911.693040940,0.175047790,16912.628599482,16912.803721149
R96: 16911.764817482,0.082609206,16912.803781815,16912.886476940
R97: 16911.879698440,0.114795351,16912.886560857,16913.001465357
R98: 16911.882789607,0.216275041,16913.001544232,16913.217837691
R99: 16912.032103107,0.148173226,16913.217887024,16913.366144024
R100: 16912.204501107,0.113486719,16913.366205191,16913.479709566
R101: 16912.528286399,0.342517842,16913.479842066,16913.822461024
R102: 16912.723143649,0.057306599,16913.822539691,16913.879859858
R103: 16912.814857440,0.147668871,16913.879906858,16914.027605524
R104: 16912.829844774,0.006676690,16914.027676774,16914.034360316
R105: 16913.013069191,0.023756468,16914.034386858,16914.058146399
R106: 16913.100556066,0.021687048,16914.058168483,16914.079888941
R107: 16913.183349857,0.031755492,16914.079950983,16914.111755983
R108: 16913.283935316,0.021935080,16914.111807024,16914.133756108
R109: 16913.317249732,0.083549180,16914.133808316,16914.217378983
R110: 16913.323704941,0.087755157,16914.217425191,16914.305201483
R111: 16913.344853982,0.296387395,16914.305254399,16914.601710816
R112: 16913.404520399,0.065824460,16914.601769150,16914.667645816
R113: 16913.431965316,0.010018886,16914.667698733,16914.677734233
R114: 16913.537874649,0.074817692,16914.677784816,16914.752666233
R115: 16913.591094816,0.049958890,16914.752725608,16914.802760775
R116: 16913.831817649,0.156816735,16914.802816650,16914.959699983
R117: 16913.866039316,0.000269724,16914.959753816,16914.960108525
R118: 16913.913607274,0.076041764,16914.960183316,16915.036288858
R119: 16913.948961316,0.022202645,16915.036342233,16915.058612691
R120: 16914.098280691,0.054968019,16915.058667358,16915.113701983
R121: 16914.192158149,0.030314972,16915.113754150,16915.144118567
R122: 16914.247106233,0.016797718,16915.144167483,16915.160980317
R123: 16914.350945691,0.003476892,16915.161044317,16915.164523650
R124: 16914.432086816,0.099222855,16915.164545567,16915.263833692
R125: 16914.476724400,0.084593125,16915.266114150,16915.350774525
R126: 16914.570211566,0.017008670,16915.350840650,16915.367853775
R127: 16914.605842650,0.082216686,16915.367881358,16915.450123525
R128: 16914.684203775,0.033171191,16915.450188400,16915.483371650
R129: 16914.793649400,0.018826112,16915.483406358,16915.502245358
R130: 16914.906147066,0.096200836,16915.502301025,16915.598553192
R131: 16915.117678733,0.024784717,16915.598606317,16915.623410650
R132: 16915.206057900,0.007643717,16915.623471483,16915.631125025
