[#WORKER#] 406.965176682 Worker Thread Alive!
R0: 406.962391599,0.050150738,406.962993224,407.013449849
R1: 407.268311849,0.160166834,407.268357932,407.428598641
R2: 407.523103224,0.022008743,407.523139808,407.545171558
[#WORKER#] 406.965176682 Still Alive!
R3: 407.927584016,0.146200803,407.927841058,408.074111266
R4: 407.995746641,0.080736896,408.074162308,408.154960808
R5: 408.050077599,0.099120536,408.155150058,408.254323683
R6: 408.158311975,0.072031471,408.254374016,408.326484266
R7: 408.234030225,0.247926341,408.326582308,408.574592558
R8: 408.741040891,0.126335815,408.741184850,408.867588475
R9: 408.909498142,0.093386647,408.909585517,409.002995975
R10: 408.935189142,0.027824246,409.003086517,409.030927100
R11: 408.938026767,0.163054283,409.030997433,409.194087433
R12: 408.962683517,0.051240085,409.194137475,409.245443183
R13: 408.991174392,0.011519628,409.245496308,409.257102267
R14: 409.014402767,0.024622911,409.257151933,409.281811558
[#WORKER#] 406.965176682 Still Alive!
R15: 410.153677309,0.182704826,410.153758434,410.336534601
R16: 410.275074226,0.035102183,410.336597559,410.371769184
R17: 410.433270434,0.074294094,410.433369726,410.507727851
R18: 410.602543434,0.360362048,410.602641517,410.963086726
R19: 410.716083226,0.147559649,410.963139393,411.110749434
R20: 410.773896851,0.146930141,411.110811768,411.257803434
R21: 410.898707143,0.222127658,411.257863559,411.480095809
R22: 410.984064684,0.043457215,411.480167768,411.523738934
R23: 411.039696851,0.251363301,411.523985434,411.775424143
[#WORKER#] 406.965176682 Still Alive!
R24: 411.314614309,0.298236354,411.775496768,412.073809310
R25: 411.326747643,0.008998581,412.073870726,412.082962518
R26: 411.451234684,0.108834594,412.083200893,412.192105851
R27: 411.486918559,0.042908118,412.192278810,412.235247476
R28: 411.855243018,0.002022622,412.235300268,412.237342851
R29: 411.866418101,0.006517428,412.237373435,412.245535476
R30: 411.968461976,0.352792222,412.245591643,412.598476768
R31: 412.013979851,0.190327077,412.598545185,412.788959352
R32: 412.401694810,0.077600792,412.789082477,412.866741768
R33: 412.453509227,0.142815329,412.866793268,413.009655560
R34: 412.532052102,0.110178861,413.009710852,413.119953519
R35: 412.651931060,0.004007263,413.120051310,413.124080102
R36: 412.778590102,0.268582486,413.124108227,413.392754602
R37: 412.874664477,0.127637269,413.392805685,413.520528227
R38: 413.319917019,0.134145222,413.520593727,413.654754394
R39: 413.375782144,0.043703113,413.654795061,413.698531644
R40: 413.546142560,0.018149090,413.698597352,413.716809519
R41: 413.740278477,0.212089070,413.740401936,413.952560311
[#WORKER#] 406.965176682 Still Alive!
R42: 413.837107477,0.040098087,413.952625852,413.992729144
R43: 414.131756311,0.223841302,414.131845686,414.355738936
R44: 414.175223727,0.116049803,414.355815061,414.471952894
R45: 414.247214811,0.088828685,414.472072769,414.560985519
R46: 414.769727936,0.195670245,414.769826936,414.965561686
R47: 414.948973394,0.257662450,414.965616186,415.223339895
R48: 415.045623186,0.168614022,415.223392145,415.392100186
R49: 415.130448603,0.241880469,415.392164228,415.634150895
R50: 415.322716728,0.024312301,415.634232061,415.658632645
R51: 415.432607311,0.252733310,415.658705311,415.911495228
[#WORKER#] 406.965176682 Still Alive!
R52: 415.932833270,0.212915435,415.932876228,416.145807812
R53: 415.959517395,0.056555185,416.145843062,416.202432103
R54: 416.130328437,0.032997655,416.202501020,416.235576687
R55: 416.291480103,0.036738621,416.291579145,416.328419145
R56: 416.548558437,0.025632117,416.548678645,416.574377604
R57: 416.647429187,0.032328807,416.647671229,416.680110937
R58: 416.682162854,0.053871302,416.682223312,416.736146687
R59: 416.817753895,0.237304976,416.825296687,417.062661020
R60: 416.848904895,0.013476110,417.062711354,417.076224770
R61: 416.867937979,0.142909843,417.076265645,417.219237187
R62: 416.982078812,0.273342934,417.219291271,417.492698562
R63: 417.679465479,0.048319153,417.679616854,417.727967937
R64: 417.871917521,0.045991634,417.872079521,417.918132271
[#WORKER#] 406.965176682 Still Alive!
R65: 418.102972646,0.026430614,418.103196646,418.129689479
R66: 418.161309146,0.028025999,418.161567688,418.189639938
R67: 418.307812021,0.131732261,418.307933313,418.439734646
R68: 418.335558729,0.157731147,418.439789729,418.597570521
R69: 418.357969938,0.136677173,418.597623313,418.734356771
R70: 418.387992229,0.299781507,418.734417980,419.055394730
R71: 418.401057563,0.073723153,419.055477688,419.129287730
R72: 418.410153229,0.027451891,419.129344355,419.156811563
R73: 418.442597729,0.131921311,419.156866938,419.289281563
R74: 418.709074730,0.342360062,419.289402438,419.631872563
R75: 418.887302146,0.142601214,419.631995272,419.774656480
R76: 419.057638438,0.014491295,419.774708397,419.789244730
R77: 419.074181188,0.008146186,419.789293438,419.797462480
R78: 419.196696480,0.022897940,419.797496563,419.820428813
[#WORKER#] 406.965176682 Still Alive!
R79: 419.209189605,0.171300714,419.820468147,419.991826480
R80: 419.312531480,0.140887063,419.991866022,420.132846314
R81: 419.455708813,0.017174622,420.132916855,420.150112855
R82: 419.464709813,0.022856900,420.150155605,420.173031480
R83: 421.457267898,0.013406693,421.457359439,421.470807356
R84: 421.825221398,0.005557357,421.825327856,421.830984148
[#WORKER#] 406.965176682 Still Alive!
R85: 422.845176023,0.007507791,422.845306273,422.852857023
R86: 423.186088273,0.256484801,423.186218232,423.442770482
R87: 423.186911732,0.019890502,423.442888690,423.462844399
R88: 423.337173023,0.049707103,423.462896565,423.512662315
R89: 423.366905732,0.171310626,423.512717065,423.684140232
R90: 423.774036607,0.080404527,423.774145024,423.854633732
R91: 423.848337190,0.060253135,423.854787440,423.915149065
[#WORKER#] 406.965176682 Still Alive!
